cliente_unico,num_periodo,vinculado,ant_cap,ant_dig,antg_capta_12m,antg_capta_3m,avg_mto_conveniencia,avg_mto_internet,avg_num_canal_cajero_6,avg_num_guardadito_6,avg_num_semanas_act,avg_sld_guardadito_6,cod_antiguedad,cod_nivel_cuenta,dias_ult_disp,disp_mensual,flg_compra_ta_12m,flg_dep_interes_12m,flg_dep_interes_3m,huella_digital,ind_cuenta_capta,ind_sin_cuenta,min_sld_tot_prod_cap_6m,monto_compra_dolares,monto_eeuu_u12meses,monto_pago,monto_u12meses,monto_venta_pesos,mto_dep_interes_12m,mto_dep_nomina_n3,mto_dep_nomina_n6,nom_giro_empresa,nu_fam2,num_conveniencia,num_dep_nomina_n3,num_no_monetarias,num_prom_dif_ses,num_tienda_desc,prom_txn_capta12m,prom_txn_capta3m,prom_txn_dep_interes_12m,prom_txn_dep_spei_3m,sld_fin_mes_n3,sld_fin_mes_n6,sld_prom_mensual,sld_prom_mensual_n3,sld_prom_mensual_n6,sld_prom_mes,sld_tot_prod_cap_3,sld_vista,std_num_ret_cliente_6m,txn_compra,txn_dispo_atm_12m,txn_dispo_atm_3m,txn_dispo_atm_6m,n_txn_mpg_6m,monto_u6meses,flg_ret_spei_12m,prom_txn_dispo_atm_12m,cod_tipo_cliente_geo,prom_txn_dep_spei_12m,mto_dispo_atm_3m,cod_etapa_comercial,prom_txn_compra_12m,cod_periodicidad,avg_num_canal_sucursal_6,ind_dig_mad_uu3,mto_ret_spei_3m,cod_tipo_dispersion_detalle,num_atm2,meses_sintxn_pago,sum_num_dep_interes_6,huella_captacion,segmento_mn,saldo_max_3,txn_total_capta_12m,mto_dep_spei_3m,cod_cat_cliente,flg_dispo_atm_12m,flg_ret_iva_12m,flg_dep_efectivo_12m,prom_txn_dispo_atm_6m,sld_tot_prod_cap_3m,monto_promedio,fcusuariocreacion,fdfechacreacion,num_periodo_mes
1-1-153-101373,202511,6,1256,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,50718.0,2720.0,50718.0,,0.0,,0.0,,1.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0,0,0,0,22777.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-44355590,202511,7,1456,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-8757-1268063,202510,2,1946,542,64,64,,,0.0,0.0,,0.0,,N2,,,0,0,0,1,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,10621.85,,0.0,9073.2,0.0,0.0,0.0,0.0,0.01218889,0.0,0.0,0.1097,,,0.8366600265340756,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,1,0.0,Recurrente,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-178-113688,202510,2,2962,0,97,97,,,0.0,1.0,,1150.31846667,,,,,0,1,1,0,,,1150.3035,,,,,,0.12,0.0,0.0,,1.0,,0.0,,,,0.01,0.01,0.12,0.0,6902.04,13803.9,,1150.33356667,1150.31846667,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,1,6,1150.34,12,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-33-9546-1165059,202510,2,1339,1339,44,44,0.0,0.357303,0.0,0.0,8.0,0.0,,,,,0,0,0,1,,,175.28,,,,,,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,7918.142,0.0,257.607742,263.088235,0.0,8945.0,895.84,2566.28,,254.20473333,296.40828333,,213.537,0.0,4.355073669487885,,0,0,0,86,,0,0.0,NULL,31943.36,0.0,3,255.8314706,,0.0,0,0.0,,0.0,,,1,6,615.28,124,8945.0,Leal,0,0,0,0.0,234.89070000000004,106.7685,ubdf_app_baz,1764082518,202510
1-3-8578-10408,202510,7,7231,1829,0,0,,,,,,,,N4,,,0,0,0,0,0.0,1.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-33-9546-1786676,202511,2,508,508,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-4941-19627,202510,2,2755,2733,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-1-9732-3363,202511,2,1743,1743,0,0,,,,,0.0,,,,,,0,0,0,0,,,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-8138-55137,202511,2,4369,2150,130,0,,,0.6666666666666666,1.0,6.0,122.9757,,,,,0,1,0,1,,,,,60587.9,0.0,60587.9,,0.02,0.0,0.0,,1.0,,0.0,,9622.517,,5192.51,0.0,0.02,0.0,83.34,234.68,,27.78,105.40774286,27.78,274.826,27.78,,,0,0,0,0,26653.0,0,0.0,NULL,10385.0,0.0,3,0.0,,0.0,0,0.0,,,1.0,,0,6,0.0,2,0.0,Leal,0,0,0,0.0,302.30860000000007,137.413,ubdf_app_baz,1767398792,202511
1-1-3638-88512,202511,2,1868,1868,61,61,,,0.0,1.6666666666666667,0.0,710.55445,,,,,0,1,0,0,,,0.0,,,,,,0.04,0.0,0.0,,1.0,,0.0,,0.0,,1375.01,500.0,0.04,500.0,0.12,13500.33,,25.013675,387.57515455,,385.892,33.333,1.1690451944500122,,0,0,0,0,,0,0.0,NULL,500.0,0.0,2,0.0,,0.0,0,0.0,,,,2.0,1,6,500.04,4,500.0,Churn,0,0,1,0.0,424.48120000000006,192.946,ubdf_app_baz,1767398792,202511
1-9-367-6570,202510,2,3600,1154,118,118,0.0,0.0,2.0,1.0,,5107.3935,,,,,0,1,1,1,,,2141.7323,,694750.0,36415.21,694750.0,,0.66,0.0,0.0,,3.0,0.0,0.0,,7226.669,0.0,0.055,0.043333,0.66,0.0,8184.28,16305.44,,6269.24766667,5107.3935,2141.7323,,,2.4221202832779936,,3,3,3,3,454865.5,0,2795.28,NULL,0.0,8385.84,,0.0,,0.0,0,0.0,,,0.0,,1,9,42039.57,12,0.0,Leal,1,0,0,2795.28,,,ubdf_app_baz,1764082518,202510
1-1-1106-94912,202510,2,4108,2511,130,130,,,0.3333333333333333,1.0,12.0,2375.94205,,,,,1,1,1,1,,,1076.8006,,,,,,0.23,0.0,0.0,,2.0,,0.0,1.0,2461.184,,439.737549,345.7206,0.23,6350.0,4659.03,12981.53,,781.27235,1208.93876667,,2136.496,1076.801,2.9268868558020253,,0,0,0,3,,1,0.0,NULL,34160.0,0.0,3,899.6666667,,0.0,0,1461.0,,1.0,,6.0,1,6,3228.95,102,6350.0,Leal,0,0,1,0.0,2350.1456000000003,1068.248,ubdf_app_baz,1764082518,202510
1-1-2071-6554,202511,1,7261,120,122,122,0.0,22.583333,9.166666666666666,1.0,12.0,74013.51813333,,,30.0,21670.9,1,1,1,1,,,58509.012,,4579.2,0.0,4579.2,,8.93,43341.78,75848.1,NECESIDADES DE LIQUIDEZ,5.0,0.0,6.0,57.0,1524.015,0.0,1519.462785,2024.856471,8.93,23970.89,393958.32,884018.94,,32120.1918,34160.55144615,58509.012,82879.929,58509.012,2.280350850198276,,30,26,26,28,2559.2,1,1110.0,NULL,79488.63,25700.0,3,271.0,,0.0,0,0.0,,52.0,5.0,6.0,1,6,73451.22,79,23970.89,Leal,1,0,1,988.4615385,91167.92190000002,41439.9645,ubdf_app_baz,1767398792,202511
1-1-4307-92046,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-4938-110672,202510,2,2547,2547,0,0,,,0.0,2.0,0.0,0.01,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.03,0.06,,0.005,0.005,,0.01,0.01,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.011000000000000001,0.005,ubdf_app_baz,1764082518,202510
1-3-9195-14268,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-7604-1769964,202510,7,1958,0,0,0,,,0.0,1.0,,0.01,,N4,,,0,0,0,0,1.0,0.0,,,,,,,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.06,0.12,0.01,0.01,0.01,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-33-9546-1576217,202510,2,812,812,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-33-9546-1449195,202510,7,983,983,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,1.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-2245139,202511,7,1964,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-218-39992,202511,2,331,331,10,10,0.0,0.0,0.3333333333333333,1.0,11.0,995.89291667,,,,,0,1,1,1,,,190.6461,,101834.1,2953.6,101834.1,,0.04,0.0,0.0,,2.0,0.0,0.0,0.0,2266.193,1.0,3563.084019,3783.975789,0.04,35376.21,1040.03,11606.35,,1740.60423333,995.89291667,350.9487,665.32,350.949,2.857738033247041,,3,2,3,6,86468.6,1,4400.0,NULL,151720.92,3200.0,3,100.0,,0.0,0,107914.84,,3.0,0.0,1.0,1,6,47045.0,107,35376.21,Leal,1,1,1,4400.0,731.8520000000001,332.66,ubdf_app_baz,1767398792,202511
1-1-4466-27338,202510,1,1274,936,42,42,0.0,0.0,0.16666666666666666,1.0,1.0,66232.66055,,,31.0,6863.47,0,1,1,1,,,150882.2606,,,,,,7.03,20590.41,41180.82,NECESIDADES DE LIQUIDEZ,2.0,0.0,3.0,3.0,5.45,0.0,16290.482222,53901.250909,7.03,20590.41,528765.12,1041893.5,,52019.2664,46217.82148182,,161047.39,27469.284,1.6020819787597222,,3,0,2,2,,0,9000.0,NULL,88115.99,0.0,2,0.0,,0.0,0,0.0,,2.0,,5.0,1,6,183416.19,27,20590.41,Dormido,1,0,0,8500.0,177152.12900000002,80523.695,ubdf_app_baz,1764082518,202510
1-1-5762-48269,202510,2,6191,0,130,130,,,0.0,0.0,,0.0,,,,,0,1,1,0,,,26118.5471,,,,,,640.55,0.0,0.0,,2.0,,0.0,,,,58.231818,59.803333,640.55,0.0,78646.13,157017.17,,26208.91913333,26164.57436667,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,1,6,26208.13,11,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-9305-2431433,202510,2,526,17,17,17,,,0.0,1.0,,0.01,,,,,0,0,0,0,,,0.01,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,1100.551,1437.5,0.0,8000.0,0.03,0.06,,0.01,0.01,,,,2.0412414523193148,,0,0,0,0,,1,0.0,NULL,8000.0,0.0,,0.0,,0.0,0,3000.0,,,,,0,6,0.0,10,8000.0,,0,1,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2056-40590,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,21052.76,3482.7,21052.76,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,8035.2,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-27-4799-637,202511,2,1338,1304,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-592-74111,202510,2,1685,1685,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,6.0,,1.0,1.0,,1.0,1.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,1.1,0.5,ubdf_app_baz,1764082518,202510
1-1-900-8946,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-45131243,202511,7,1162,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-128-96405,202511,3,0,0,0,0,,,,,,,7. 5 o mas anios,,,,0,0,0,0,,,,0.0,,,,9804.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-1576949,202511,2,2011,1178,66,66,,,0.0,1.0,0.0,825.95236667,,N4,,,0,1,1,0,1.0,0.0,1693.9877,,,,,,0.11,0.0,0.0,,1.0,,0.0,,0.0,,3.357619,23.203333,0.11,0.0,10999.02,23204.26,804.26673548,916.58368333,892.47032308,,2026.466,825.988,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,5.0,1,6,1146.4,21,0.0,Churn,0,1,0,0.0,2229.1126,1013.233,ubdf_app_baz,1767398792,202511
1-13-7431-2561,202510,2,1936,1689,63,63,,,0.0,0.0,,0.0,,N2,,,0,1,0,1,1.0,0.0,2.8487,,,,,,0.01,0.0,0.0,,4.0,,0.0,,3064.482,,482.00808,622.037037,0.01,12045.0,68.06,156.12,32.71831892,20.49784444,15.10738125,,,,1.378404875209022,,0,0,0,0,,1,0.0,NULL,24346.0,0.0,,0.0,,0.0,0,4750.0,,,,,1,11,22006.01,125,12045.0,Leal,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
